Company Name,data_id,type,service_options,Overall Rating,Overall Address,Overall Reviews,parameter,place_id,Review,Engine,Rating,date,User Name,User Friends,User Photos,User Reviews,User Likes,New Detection,Fraud Detection,Fraud Review Detector,SIA NEG,SIA NEU,SIA POS,SIA COMPOUND,twitter NEG,twitter NEU,twitter POS
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I just recently had AC service and I’ve had this unit since 2021 and so far so good. When I first got the unit my light bill went down and my house is always cold at 79 high is really good. I have no complaints they live up to the 15 year warranty and so glad because I have peace of mind if something happens to it.,Google,5.0,4 months ago,Rossy Tima,,,6,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.066,0.734,0.2,,0.0035223814,0.01969258,0.976785
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I recently got the duct replacement and I noticed my house was cooler. My light bill has gone down as well. Everyone was professional from beginning to end. I'm very happy,Google,5.0,3 months ago,Barbara Bryant,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.816,0.184,,0.0019157672,0.014564719,0.9835195
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I was very impressed by the gentleman that came out they did an amazing job installing the AC. I never had work done were they clean up after themselves I was so surprised. They were fast and professional as well. My AC is working great and the difference is my house gets cooler faster. Also the noise isn’t as loud as before when it would turn on. I’m very satisfied customer.,Google,5.0,5 months ago,Blass Castillo,,,2,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.738,0.262,,0.0030124572,0.0135700395,0.98341745
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I agreed to getting an air conditioner and so far so good. Techs were professional they finished in like 4 hours. The price is affordable it’s been a week and I’m satisfied so far.,Google,5.0,2 weeks ago,Bertramond Oge,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.702,0.298,,0.0019766507,0.021473126,0.97655016
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,Every time I need something done they always come out to service my AC. My AC works great and it’s very cold. I’ve had my unit 4 years and they are professional and very fast. I’m very satisfied especially because I don’t have to pay out of pocket for service because I have warranty for 15 years. Thank you.,Google,5.0,4 months ago,Shirley Asbury,,,13,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.023,0.821,0.156,,0.0041301753,0.017345482,0.9785243
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I got Duct replacement and my light bill went down. I'm very happy with the service so far. My tech was very professional and noticed the air feels different and it's extremely cold.,Google,5.0,3 months ago,Maria Vargas,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.886,0.114,,0.0045447377,0.026815515,0.96863973
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I have a high light bill and after I got AC my light bill has gone down. Everyone was great and cleaned up the mess. I have a 15 year warranty which is amazing and so I have peace of mind and not have to worry. Thanks for the service.,Google,5.0,2 months ago,David Johnson,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.043,0.661,0.295,,0.0055473205,0.027364694,0.967088
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I recently did a duct replacement and my light bill has gone down I’m very happy with service you all have given me. I have no complaints everyone was professional and friendly.,Google,5.0,3 months ago,Chanel Golden,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.132,0.674,0.194,,0.0026516858,0.014782754,0.9825655
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I recently had the AC at my grandmas for several years and every time I need service united state solutions has done a great job with maintaining the service. My Ac is cold and my light bill has been lower. I’m very satisfied thank you.,Google,5.0,4 months ago,jersen renous,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.042,0.683,0.275,,0.002869467,0.019866813,0.97726375
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I recently did duct replacement because mine were 25 years old and my light was very high. They explained everything well and everything they said they would do they did. They did a great job now my house feels cold.,Google,5.0,a month ago,Joyce Francis,,,3,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.853,0.147,,0.016377693,0.11168656,0.8719358
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had an AC installed and they did an amazing job. Everyone that came was knowledgeable and professional. AC is very affordable with a 15 year warranty. Once they finished they even cleaned up the mess. I'm very satisfied with how it looks and how cold it is. Thank you,Google,5.0,5 months ago,GENESE PIEREE-Louis,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.045,0.787,0.168,,0.0034647924,0.01600749,0.98052776
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I recently got a duct replacement and I’m very satisfied with the work and the service I received. It’s very affordable to get I didn’t have to pay anything down or out of pocket up front. They came installed service fast in like 3 hours it was done. They cleaned up after themselves and now my house feels fresh and definitely noticed the difference.,Google,5.0,5 months ago,eliza francis,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.021,0.818,0.161,,0.002321824,0.018280951,0.97939724
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,"From installation to maintenance, United States Solutions has been a blessing in keeping my home cool. They even did win home follow up after a maintenance call to insure proper servicing!",Google,5.0,4 months ago,Walter Womble,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.63,0.37,,0.0038572391,0.04107891,0.9550639
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,"Over the past five years of owning this device, there have been a few instances of malfunctions. However, the company was able to provide solutions and resolve the issues promptly. I would like to express my gratitude for the exceptional service and dedication of the team.",Google,5.0,4 months ago,Shanique Anderson,,,5,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.798,0.202,,0.015966851,0.093934275,0.89009887
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I am very happy with my AC Since i got it installed. My light bill went down so much i didnt really think that the AC would change the bill as much as it did.Since then my house has been cooler and im very satisfied. Everytime i need something they come out to service with no issue. Thanks for great service.,Google,5.0,5 months ago,miracia riche,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.032,0.762,0.206,,0.002939225,0.013267186,0.98379356
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I actually am very impressed with the representative that came out who was really knowledgeable. I desperately needed to upgrade my AC unit and ducts so he got me approved. Everyone was great and very informative I’m so glad you all came by.,Google,5.0,2 months ago,Gloria Brereton,,,188,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.054,0.679,0.267,,0.0020999077,0.00870068,0.9891994
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,"Great experience with sales rep., technicians and installation. Very professional. My home is much cooler and im benefiting on a reduced electric bill.",Google,5.0,3 months ago,Patti,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.837,0.163,,0.001924883,0.015120026,0.98295516
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I got the duct replacement and attic package and let me tell you my light bill has gone down and my house is cold. I am very satisfied with the price and the service thank you.,Google,5.0,3 months ago,mboya Johnson,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.851,0.149,,0.00877014,0.0378096,0.9534202
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,When i got AC it was 4 years ago. I have the warranty for 15 years so when I need service they come out at no cost. I did originally notice my light bill went down since the new unit was put in. I'm very happy with ther service I have received so far so thank you.,Google,5.0,5 months ago,Nelson Collin,,,2,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.038,0.831,0.131,,0.004161573,0.027718894,0.96811956
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had a really needed an AC because my AC broke down so you all were heaven sent. I didn't know how I was going to get it fixed because it was going to be expensive. My light bill was extremely high and now it's gone down a lot. Thank you.,Google,5.0,3 months ago,Savage Rock,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.054,0.833,0.112,,0.44595492,0.3805871,0.17345797
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I am also happy my light bill went down and my AC is now cold and don't have to worry about parts labor maintenance.,Google,5.0,2 months ago,Delores Wells,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.775,0.225,,0.010791859,0.06716839,0.92203975
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I got AC IN 2019 and since i’ve had unit i have had excellent service. Everytime i’ve had an issue they have come out and fixed it. I’m very satisfied with my service.,Google,5.0,3 months ago,Marissa Hunter,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.81,0.19,,0.006030788,0.024966165,0.969003
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,"Since the first visit and the last,  everyone was very pleasant and everything was done very fast , I thought I was going to take longer , so we are very happy with the job they all did.",Google,5.0,3 months ago,Maria Nieves-Ruiz,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.808,0.192,,0.0022426555,0.015808415,0.9819489
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,It's almost been two years since my ac was installed.  United state solutions has always responded within one day for services.,Google,5.0,4 months ago,Carolyn Morgan,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.809,0.191,,0.055475723,0.38137683,0.5631475
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,A noticeably change from past encounters for service and a follow up visit! Hope to continue to receive this excellence in service!,Google,5.0,5 months ago,Vilma “Vilma G” Gomez,,,57,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.683,0.317,,0.0023115824,0.040496554,0.9571918
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,Service has been good for two years. Wished they answer the customer line when you call they.,Google,5.0,5 months ago,Roosevelt Lee,,,3,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.847,0.153,,0.010025024,0.06204581,0.9279292
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,The service was good,Google,5.0,3 months ago,Brian Johnson,,,4,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.508,0.492,,0.0029732373,0.028818121,0.9682086
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,Enjoying the ac unit,Google,5.0,3 months ago,Linda Anderson,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.469,0.531,,0.00280804,0.04472134,0.95247066
United State Solutions Hollywood FL,,,,3.0,"1943 Tyler St Hollywood, FL 33020",2,united-state-solutions-hollywood,Xbtd5HfiC5NnBPN6HqjUYQ,I had some issues with my AC unit and the Technician was very knowledgeable and gave me a full break down as to what he did to resolve this issue . I am very pleased,Yelp,5.0,2024-09-09T23:20:38Z,Davia C.,0.0,0.0,2,,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.834,0.166,,0.015573636,0.09582922,0.8885972
United State Solutions Hollywood FL,,,,3.0,"1943 Tyler St Hollywood, FL 33020",2,united-state-solutions-hollywood,Xbtd5HfiC5NnBPN6HqjUYQ,"This is my third time dealing with this company and they are the absolute worst. To start they outsource their service work to other companies. Secondly they do not work on the weekends. So if you have any issue with your ac or are in need of service they are available on weekends. The customer service, which is just really one person managing the phone calls rarely answers. When it is time for you to get service, the window of service is anytime between 10am - 7pm with not other types of communication. So you can basically expect to sit in a hot house all day waiting on service. If you are thinking about using the company, you may want to reconsider.",Yelp,1.0,2024-07-18T19:24:26Z,Quatwanya L.,0.0,0.0,2,,OR,App is Fraud,The review entered is Legitimate.,0.033,0.956,0.011,,0.92240995,0.06931809,0.008271915
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I really needed an AC and they came to my door and offered me a brand new unit at a very affordable payment. My light bill was over $300 and so now that I have the unit my light bill has gone down and now my house feels like a hospital. Everyone that came out was very good and professional. A verb knowledgeable company and did great a great job.,Google,5.0,a month ago,Penny DeVillo,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.809,0.191,,0.0046724067,0.03502703,0.9603006
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,The process was easy to get this done. I was not expecting this to get installed so fast. I am very satisfied with my Air Conditioner and the 15 year warranty you guys offer. Thank you for fast and professional service definitely recommend.,Google,5.0,5 months ago,Vendi Samuels,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.724,0.276,,0.003502255,0.017501252,0.9789965
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had AC done in 2019 and love my unit. My light bill has gone down so much. Now I recently just got the duct replacement and my house is extremely cold. I'm very satisfied with all the work and I even recommend to my sister .,Google,5.0,a month ago,Edras Jones,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.803,0.197,,0.007853895,0.031735223,0.9604109
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,They explained everything well and everyone that came out was very nice and professional. I got an air conditioner and it's very affordablw. I also like the 15 year warranty on my unit. Thank you for the service I'm extremely satisfied.,Google,5.0,a week ago,Bertha Holmes,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.715,0.285,,0.0022194472,0.0130246,0.98475593
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,The representative was very good at explaining everything and I'm very happy with the work that was done by you all. Everyone was working so well with each other I'm very impressed with the team. Very respectful and this was such a great experience. I also feel like this project was very affordable and I Love the 15 year warranty. Honestly you guys are amazing thank you I will be recommending.,Google,5.0,a month ago,Jewel,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.602,0.398,,0.0014481221,0.0056544645,0.9928974
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I originally had an old unit and needed upgrade so i purchased the AC. Since then my house is so cold now and Ive saved alot on my electricity bill. This was really affordable for me to get and was a fast process no complaints I am extremely happy.,Google,5.0,6 months ago,Richard Farrington,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.093,0.778,0.129,,0.0031634085,0.022973247,0.97386336
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,Well my duct work was really old and when they came to my house and what they offered I accepted because they were very knowledgeable. I immediately feel the difference in the home after it was installed. My light bill has gone down. I'm very happy with my service definitely recommend.,Google,5.0,2 months ago,Carol Williams,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.767,0.233,,0.0061131893,0.04538366,0.94850314
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had wall unit and I just upgraded to the actual air conditioner and also did the duct replacement. I thought they did a real good job. They were on time clean and professional and very friendly. I’m happy with my service and would definitely recommend.,Google,5.0,a month ago,Mimi Moore,,,7,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.664,0.336,,0.0015794584,0.0131593235,0.98526126
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I got an air conditioner I immediately noticed a difference in the home. My tech was professional and they did an amazing job. My    Electricity bill has gone down and I'm very happy with the service.,Google,5.0,3 months ago,Mozell Battle,,,2,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.799,0.201,,0.0038242652,0.023130305,0.9730454
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,Everyone was professional and they cleaned up after themselves. I got the duct replacement and my house feels very cold. He showed me the UV light on AC and was very knowledgeable. I have 15 year warranty and happy with the service since it’s very affordable.,Google,5.0,3 months ago,Gloria Rodriguez,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.921,0.079,,0.019623611,0.12153451,0.85884184
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I got the air conditioner changed out along with the duct replacement with the impression of my light bulb being lower. Since the work had been down my light bill went down $50 in the summer and of course in winter it's a lot better as well. My house is set 78 Temperature and it feels perfect not to cold not to hot. I just recently got my service done and I'm very pleased with everything at this time.,Google,5.0,3 months ago,Patricia Taylor,,,2,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.026,0.814,0.16,,0.0027023936,0.019532546,0.977765
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I needed a new unit and they came out and si the work so fast. The techs were knowledgeable and professional. They answered all my questions and concerns about everything. I love that you guys offer the warranty for 15 years because I don’t like Surprises if something goes wrong. Looking forward to doing business in the future because my experience was great thanks.,Google,5.0,6 months ago,Sike Delice,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.043,0.743,0.215,,0.013196728,0.033891533,0.95291173
United State Solutions Hollywood FL,0x88d9ab36c130d81d:0xd1f06d371845f7a3,"['Energy equipment and solutions', 'Air conditioning contractor', 'Aluminum window', 'Door supplier', 'HVAC contractor', 'Roofing contractor', 'Window installation service', 'Window supplier']",,5.0,"1943 Tyler St, Hollywood, FL 33020",49,United State Solutions Hollywood FL,,I had extremely really old ducts for over 31 years I never changed them or cleaned them. As soon as they did this replacement I noticed my house feels so much cooler and I can breathe better. My electricity bill was very high and it’s gone done tremendously thank you all.,Google,5.0,3 months ago,Olga Torres,,,1,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.888,0.112,,0.0167193,0.084637806,0.89864296
